"ID_RSU";"LCZ_PRIMARY";"LCZ_UNIQUENESS_VALUE";"ID_RSU.1";"LCZ_PRIMARY.1";"LCZ_UNIQUENESS_VALUE.1";"area";"agree";"location"
541;"Large low";NA;267;"Open low";0.629941844950683;40.3820882246946;FALSE;"Your Place"
548;"Large low";NA;267;"Open low";0.629941844950683;12.5919070728705;FALSE;"Your Place"
578;"Large low";NA;267;"Open low";0.629941844950683;2.45859099365771;FALSE;"Your Place"
652;"Bare rock paved";NA;267;"Open low";0.629941844950683;36.9746999639174;FALSE;"Your Place"
659;"Bare rock paved";NA;267;"Open low";0.629941844950683;40.6806622627191;FALSE;"Your Place"
678;"Bare rock paved";NA;267;"Open low";0.629941844950683;160.245820926735;FALSE;"Your Place"
690;"Bare rock paved";NA;267;"Open low";0.629941844950683;331.938836909132;FALSE;"Your Place"
730;"Bare rock paved";NA;267;"Open low";0.629941844950683;110.106282965513;FALSE;"Your Place"
523;"Sparsely Built";0.826851968025596;268;"Sparsely Built";1;111.472138029474;TRUE;"Your Place"
560;"Open mid";0.0098264733783637;268;"Sparsely Built";1;1.74684662108484;FALSE;"Your Place"
639;"Sparsely Built";0.296923294776662;268;"Sparsely Built";1;13.3380872010021;TRUE;"Your Place"
708;"Sparsely Built";1;268;"Sparsely Built";1;55573.9931062562;TRUE;"Your Place"
714;"Sparsely Built";1;268;"Sparsely Built";1;29.7834424058674;TRUE;"Your Place"
722;"Sparsely Built";0.586259777450432;268;"Sparsely Built";1;13325.3942090044;TRUE;"Your Place"
735;"Sparsely Built";0.80381368670231;268;"Sparsely Built";1;21610.4071255932;TRUE;"Your Place"
747;"Sparsely Built";0.450134993225058;268;"Sparsely Built";1;209.974485082785;TRUE;"Your Place"
764;"Open low";0.810766741865;268;"Sparsely Built";1;8.60302526602754;FALSE;"Your Place"
780;"Sparsely Built";0.0916939213556425;268;"Sparsely Built";1;5497.76713528167;TRUE;"Your Place"
798;"Sparsely Built";1;268;"Sparsely Built";1;90.8865673576947;TRUE;"Your Place"
703;"Bare rock paved";NA;268;"Sparsely Built";1;481.001606555888;FALSE;"Your Place"
736;"Bare rock paved";NA;268;"Sparsely Built";1;17.9383336511673;FALSE;"Your Place"
799;"Dense trees";NA;268;"Sparsely Built";1;13.840044783763;FALSE;"Your Place"
715;"Dense trees";NA;268;"Sparsely Built";1;20587.1836952452;FALSE;"Your Place"
551;"Low plants";NA;268;"Sparsely Built";1;41.2027316699387;FALSE;"Your Place"
670;"Sparsely Built";1;270;"Sparsely Built";0.942512886999642;15.0741139331367;TRUE;"Your Place"
714;"Sparsely Built";1;270;"Sparsely Built";0.942512886999642;6.9190560101415;TRUE;"Your Place"
732;"Sparsely Built";1;270;"Sparsely Built";0.942512886999642;34171.4666507835;TRUE;"Your Place"
1049;"Sparsely Built";1;270;"Sparsely Built";0.942512886999642;3.54049387406576;TRUE;"Your Place"
1051;"Sparsely Built";1;270;"Sparsely Built";0.942512886999642;35.4415002985625;TRUE;"Your Place"
902;"Scattered trees";NA;270;"Sparsely Built";0.942512886999642;99.7925309903512;FALSE;"Your Place"
957;"Low plants";NA;270;"Sparsely Built";0.942512886999642;7.22330844431417;FALSE;"Your Place"
962;"Low plants";NA;270;"Sparsely Built";0.942512886999642;1028.47894899946;FALSE;"Your Place"
975;"Dense trees";NA;270;"Sparsely Built";0.942512886999642;597.729799993613;FALSE;"Your Place"
980;"Bare rock paved";NA;270;"Sparsely Built";0.942512886999642;595.511061421435;FALSE;"Your Place"
992;"Bare rock paved";NA;270;"Sparsely Built";0.942512886999642;651.441407933889;FALSE;"Your Place"
1020;"Dense trees";NA;270;"Sparsely Built";0.942512886999642;3967.18535410706;FALSE;"Your Place"
1035;"Bare rock paved";NA;270;"Sparsely Built";0.942512886999642;112.658205306579;FALSE;"Your Place"
742;"Dense trees";NA;270;"Sparsely Built";0.942512886999642;2894.10239784984;FALSE;"Your Place"
768;"Dense trees";NA;270;"Sparsely Built";0.942512886999642;5150.89467575069;FALSE;"Your Place"
